品名,最低价,平均价,最高价,规格,单位,发布日期
肯特\新世纪\澳芒,3.00,4.50,6.00,芒果类,斤,2021-06-24
妃子笑,4.00,5.00,6.00,荔枝类,斤,2021-06-24
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-06-24
玉荷包荔枝,2.50,3.50,4.50,荔枝类,斤,2021-06-24
桂味,5.00,7.00,9.00,荔枝类,斤,2021-06-24
红灯,8.00,10.50,13.00,樱桃类,斤,2021-06-24
水晶,7.00,11.50,16.00,樱桃类,斤,2021-06-24
美国红,12.00,15.00,18.00,樱桃类,斤,2021-06-24
美早,6.50,23.25,40.00,樱桃类,斤,2021-06-24
布鲁克斯,6.00,11.00,16.00,樱桃类,斤,2021-06-24
南阳,12.00,12.50,13.00,樱桃类,斤,2021-06-24
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-06-24
红绣球,12.00,14.00,16.00,樱桃类,斤,2021-06-24
沙蜜托,7.00,10.50,14.00,樱桃类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
白条猪（瘦）,8.75,8.75,8.75,猪肉类,斤,2021-06-24
白条猪（肥）,6.90,6.90,6.90,猪肉类,斤,2021-06-24
前臀尖（瘦）,7.50,8.00,8.50,猪肉类,斤,2021-06-24
前臀尖（肥）,6.50,7.00,7.50,猪肉类,斤,2021-06-24
后臀尖（瘦）,7.50,8.00,8.50,猪肉类,斤,2021-06-24
后臀尖（肥）,6.50,7.00,7.50,猪肉类,斤,2021-06-24
五花肉（瘦）,10.00,10.50,11.00,猪肉类,斤,2021-06-24
五花肉（肥）,9.00,9.50,10.00,猪肉类,斤,2021-06-24
纯通脊,10.00,10.50,11.00,猪肉类,斤,2021-06-24
通脊,7.00,7.50,8.00,猪肉类,斤,2021-06-24
纯瘦肉,8.00,8.50,9.00,猪肉类,斤,2021-06-24
护心肉,16.00,16.00,16.00,猪肉类,斤,2021-06-24
前肘,9.00,9.50,10.00,猪肉类,斤,2021-06-24
后肘,7.00,7.50,8.00,猪肉类,斤,2021-06-24
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-06-24
猪蹄,18.00,18.00,18.00,猪肉类,斤,2021-06-24
纯排骨,20.00,21.00,22.00,猪肉类,斤,2021-06-24
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-06-24
腔排骨,13.00,13.50,14.00,猪肉类,斤,2021-06-24
棒骨,8.00,8.50,9.00,猪肉类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
猪头,11.00,11.00,11.00,猪肉类,斤,2021-06-24
猪口条,17.00,17.00,17.00,猪肉类,斤,2021-06-24
猪耳,26.00,26.00,26.00,猪肉类,斤,2021-06-24
猪脑,32.00,35.00,38.00,猪肉类,斤,2021-06-24
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-06-24
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-06-24
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-06-24
猪腰子,15.00,15.00,15.00,猪肉类,斤,2021-06-24
猪心,7.00,7.50,8.00,猪肉类,斤,2021-06-24
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-06-24
猪肺,4.00,4.00,4.00,猪肉类,个,2021-06-24
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-06-24
猪肠头,18.00,18.50,19.00,猪肉类,斤,2021-06-24
猪肠,16.00,16.50,17.00,猪肉类,斤,2021-06-24
整牛,33.00,33.00,33.00,牛肉类,斤,2021-06-24
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-06-24
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-06-24
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-06-24
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-06-24
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-06-24
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-06-24
牛林,34.00,34.50,35.00,牛肉类,斤,2021-06-24
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-06-24
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-06-24
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-06-24
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-06-24
整羊,23.00,23.50,24.00,羊肉类,斤,2021-06-24
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-06-24
去骨羊后腿,37.00,37.00,37.00,羊肉类,斤,2021-06-24
羊腰窝,36.00,36.00,36.00,羊肉类,斤,2021-06-24
羊肉片,36.00,37.00,38.00,羊肉类,斤,2021-06-24
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-06-24
羊蝎子,16.00,16.50,17.00,羊肉类,斤,2021-06-24
羊蝎子（精品）,27.00,27.50,28.00,羊肉类,斤,2021-06-24
羊排骨,28.00,28.50,29.00,羊肉类,斤,2021-06-24
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-06-24
羊小腿（羊棒）,24.00,24.00,24.00,羊肉类,斤,2021-06-24
羊腱子,47.00,47.00,47.00,羊肉类,斤,2021-06-24
羊上脑,37.00,37.00,37.00,羊肉类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
羊骨头,10.00,10.00,10.00,羊肉类,斤,2021-06-24
羊腩,30.00,30.00,30.00,羊肉类,斤,2021-06-24
羊里脊,37.00,37.00,37.00,羊肉类,斤,2021-06-24
淘汰鸡（干净膛）,10.00,10.00,10.00,禽肉类,斤,2021-06-24
淘汰鸡（净膛）,9.00,9.00,9.00,禽肉类,斤,2021-06-24
仔鸡（净膛）,7.00,7.00,7.00,禽肉类,斤,2021-06-24
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-06-24
鸡胸,7.00,7.25,7.50,禽肉类,斤,2021-06-24
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-06-24
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-06-24
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-06-24
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-06-24
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-06-24
鸡胗,12.00,12.00,12.00,禽肉类,斤,2021-06-24
鸡爪,15.00,15.00,15.00,禽肉类,斤,2021-06-24
鸡心,8.00,8.25,8.50,禽肉类,斤,2021-06-24
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-06-24
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-06-24
鸡翅根,8.00,8.00,8.00,禽肉类,斤,2021-06-24
白条乌鸡（净膛）,13.00,13.00,13.00,禽肉类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
黑爪公鸡（净膛）,15.00,15.00,15.00,禽肉类,斤,2021-06-24
箱鸡蛋,178.00,180.50,183.00,蛋类,斤,2021-06-24
箱鸡蛋,4.05,4.11,4.16,蛋类,斤,2021-06-24
散鸡蛋,4.30,4.30,4.30,蛋类,斤,2021-06-24
生鸭蛋,5.80,6.15,6.50,蛋类,斤,2021-06-24
熟鸭蛋,6.50,7.00,7.50,蛋类,斤,2021-06-24
松花蛋,6.50,7.25,8.00,蛋类,斤,2021-06-24
鹅蛋,12.00,12.50,13.00,蛋类,斤,2021-06-24
鹌鹑蛋,4.80,5.65,6.50,蛋类,斤,2021-06-24
柴鸡蛋,4.50,7.25,10.00,蛋类,斤,2021-06-24
乌鸡蛋,7.80,8.15,8.50,蛋类,斤,2021-06-24
鸵鸟蛋,100.00,110.00,120.00,蛋类,个,2021-06-24
鸽子蛋,2.50,2.55,2.60,蛋类,个,2021-06-24
北豆腐（屉）,1.60,1.60,1.60,豆制品,斤,2021-06-24
南豆腐（屉）,1.80,1.80,1.80,豆制品,斤,2021-06-24
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-06-24
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-06-24
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-06-24
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-06-24
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-06-24
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-06-24
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-06-24
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-06-24
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-06-24
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-06-24
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-06-24
鲢鱼,4.00,4.00,4.00,1000-1500g,斤,2021-06-24
鲶鱼,4.00,4.00,4.00,养殖,斤,2021-06-24
罗非鱼,11.00,11.50,12.00,活,斤,2021-06-24
虹鳟鱼,20.00,20.00,20.00,活,斤,2021-06-24
黑鱼,11.00,11.50,12.00,活,斤,2021-06-24
桂鱼,65.00,67.00,69.00,标桂,斤,2021-06-24
嘎鱼,20.00,20.00,20.00,>100g,斤,2021-06-24
嘎鱼,19.00,19.00,19.00,<100g,斤,2021-06-24
淡水鲈鱼,25.00,25.00,25.00,活,斤,2021-06-24
多宝鱼,25.00,25.00,25.00,活,斤,2021-06-24
清江鱼,12.00,12.00,12.00,活,斤,2021-06-24
白虾,40.00,41.00,42.00,活,斤,2021-06-24
小龙虾,17.00,17.50,18.00,活,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
鲤鱼,10.00,10.00,10.00,750g-1000g,斤,2021-06-24
鲤鱼,10.00,10.00,10.00,>1000g,斤,2021-06-24
草鱼,11.50,11.50,11.50,750g-1000g,斤,2021-06-24
草鱼,11.50,11.50,11.50,>1000g,斤,2021-06-24
鲫鱼,12.00,12.00,12.00,200g-250g,斤,2021-06-24
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-06-24
胖头鱼,12.00,12.00,12.00,>2000g,斤,2021-06-24
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-06-24
鲢鱼,5.50,5.50,5.50,>1500g,斤,2021-06-24
大白菜,0.40,0.48,0.55,储存\新,斤,2021-06-23
娃娃菜,1.00,1.15,1.30,大\冀新,斤,2021-06-23
小白菜,1.50,1.75,2.00,普通,斤,2021-06-23
芹菜,0.80,0.90,1.00,\冀,斤,2021-06-23
西芹,2.20,2.40,2.60,普通,斤,2021-06-23
菠菜,1.50,2.00,2.50,冀\蒙,斤,2021-06-23
莴笋,1.00,1.25,1.50,普通,斤,2021-06-23
团生菜,1.50,1.75,2.00,毛|净,斤,2021-06-23
圆白菜,0.40,0.60,0.80,\冀,斤,2021-06-23
紫甘蓝,0.60,0.65,0.70,冀,斤,2021-06-23
散叶生菜,2.50,3.00,3.50,\京冀,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
油菜,2.00,2.15,2.30,\京冀,斤,2021-06-23
香菜,4.00,4.50,5.00,\冀,斤,2021-06-23
茴香,2.50,2.75,3.00,\冀,斤,2021-06-23
韭菜,0.80,1.00,1.20,普通,斤,2021-06-23
韭菜苔,3.80,3.90,4.00,普通,斤,2021-06-23
苦菊,2.00,2.15,2.30,辽,斤,2021-06-23
油麦菜,2.50,2.75,3.00,\京,斤,2021-06-23
散菜花,1.80,2.00,2.20,豫\苏,斤,2021-06-23
绿菜花,2.00,2.25,2.50,京\ 冀,斤,2021-06-23
菜花,1.10,1.30,1.50,/冀,斤,2021-06-23
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-23
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-23
紫菜苔,3.00,3.10,3.20,普通,斤,2021-06-23
番茄,0.80,1.00,1.20,川鲁蒙,斤,2021-06-23
番茄（精品）,1.00,1.25,1.50,\鲁新,斤,2021-06-23
樱西,2.50,2.75,3.00,小红,斤,2021-06-23
黄瓜,1.60,1.80,2.00,蒙辽袋\鲁,斤,2021-06-23
黄瓜(鲜干花),2.40,2.60,2.80,冀,斤,2021-06-23
小黄瓜,2.50,2.75,3.00,旱\荷兰,斤,2021-06-23
茄子,0.80,1.00,1.20,冀,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
长茄,0.80,1.05,1.30,辽,斤,2021-06-23
广茄,1.30,2.15,3.00,冀,斤,2021-06-23
线茄,1.30,2.40,3.50,冀,斤,2021-06-23
吊冬瓜,0.65,0.70,0.75,冀,斤,2021-06-23
地冬瓜,0.50,0.55,0.60,冀,斤,2021-06-23
小毛冬瓜,0.80,1.05,1.30,冀\长,斤,2021-06-23
架豆,1.50,2.00,2.50,普通,斤,2021-06-23
豆王,1.80,3.40,5.00,普通,斤,2021-06-23
扁豆,2.00,3.50,5.00,冀\鲁聊城,斤,2021-06-23
豇豆,2.00,2.50,3.00,鲁\京,斤,2021-06-23
白不老,1.60,2.00,2.40,滇|鲁,斤,2021-06-23
锅里变架豆,1.00,1.25,1.50,普通,斤,2021-06-23
油豆,2.20,2.60,3.00,鲁,斤,2021-06-23
毛豆,3.00,3.25,3.50,普通,斤,2021-06-23
豌豆,2.00,2.10,2.20,普通,斤,2021-06-23
荷兰豆,5.00,5.75,6.50,冀\云,斤,2021-06-23
玉米,1.00,1.20,1.40,川\冀,斤,2021-06-23
花生,4.00,4.50,5.00,桂\粤,斤,2021-06-23
苦瓜,1.80,2.15,2.50,冀/鲁,斤,2021-06-23
丝瓜,1.50,2.00,2.50,豫\鲁,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
丝瓜,2.50,3.00,3.50,短,斤,2021-06-23
瓠子,0.80,1.00,1.20,普通,斤,2021-06-23
西葫芦,0.60,0.90,1.20,滇/鲁,斤,2021-06-23
佛手瓜,2.50,2.75,3.00,普通,斤,2021-06-23
金丝南瓜,0.50,0.55,0.60,鲁冀,斤,2021-06-23
南北瓜,0.80,0.85,0.90,桂,斤,2021-06-23
尖椒,1.00,1.40,1.80,冀晋/鲁新,斤,2021-06-23
螺丝椒,1.50,2.00,2.50,普通,斤,2021-06-23
柿子椒,1.00,1.40,1.80,\鲁新,斤,2021-06-23
线椒,1.50,1.85,2.20,\鲁琼新,斤,2021-06-23
杭椒,1.80,2.15,2.50,普通,斤,2021-06-23
小米椒,4.00,4.50,5.00,滇,斤,2021-06-23
彩椒,3.00,3.40,3.80,红\黄,斤,2021-06-23
白萝卜,0.30,0.40,0.50,\冀,斤,2021-06-23
心里美,0.70,0.95,1.20,冀泥/洗,斤,2021-06-23
卞萝卜,0.40,0.45,0.50,冀,斤,2021-06-23
青萝卜,0.70,0.95,1.20,冀\鲁新,斤,2021-06-23
胡萝卜,0.60,0.75,0.90,冀/鲁新,斤,2021-06-23
胡萝卜（洗）,0.80,0.90,1.00,冀/鲁,斤,2021-06-23
土豆,0.60,0.85,1.10,鲁,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
黄葱头,0.90,1.00,1.10,\蒙甘,斤,2021-06-23
红葱头,1.10,1.15,1.20,老/新,斤,2021-06-23
山药,2.00,2.35,2.70,脆\麻新,斤,2021-06-23
铁棍山药,5.00,5.75,6.50,\,斤,2021-06-23
莲藕,6.50,6.75,7.00,冀\云川桂,斤,2021-06-23
红薯,0.70,0.90,1.10,\冀新,斤,2021-06-23
红薯,1.60,1.95,2.30,精品,斤,2021-06-23
茭白,2.00,2.25,2.50,京\浙,斤,2021-06-23
凉薯,2.00,2.15,2.30,普通,斤,2021-06-23
荸荠,3.00,3.40,3.80,皖,斤,2021-06-23
芋头,2.00,2.25,2.50,\鲁,斤,2021-06-23
姜,3.00,4.25,5.50,姜头\整,斤,2021-06-23
大蒜,2.80,3.25,3.70,普通,斤,2021-06-23
新蒜,2.50,2.90,3.30,泥/,斤,2021-06-23
蒜米,3.20,3.50,3.80,普通,斤,2021-06-23
大葱,0.90,1.05,1.20,冀\鲁,斤,2021-06-23
小葱,1.50,1.55,1.60,普通,斤,2021-06-23
蒜苗,2.00,3.75,5.50,苏鲁,斤,2021-06-23
蒜黄,6.00,6.50,7.00,\冀,斤,2021-06-23
青蒜,2.40,2.55,2.70,冀,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
平菇,2.00,3.60,5.20,\小叶,斤,2021-06-23
香菇,4.00,4.50,5.00,普通,斤,2021-06-23
白玉菇,3.00,3.50,4.00,普通,斤,2021-06-23
口蘑,9.00,9.50,10.00,普通,斤,2021-06-23
杏鲍菇,2.00,2.65,3.30,普通,斤,2021-06-23
金针菇,1.50,2.00,2.50,普通,斤,2021-06-23
油菜,2.00,2.25,2.50,水菜,斤,2021-06-23
小白菜,2.50,3.00,3.50,水菜,斤,2021-06-23
油麦菜,2.00,2.50,3.00,水菜,斤,2021-06-23
奶白菜,4.00,4.25,4.50,水菜,斤,2021-06-23
散生菜,3.50,4.00,4.50,水菜,斤,2021-06-23
香葱,1.50,2.00,2.50,水菜,斤,2021-06-23
茼蒿,8.00,9.00,10.00,水菜,斤,2021-06-23
蒿子秆,2.50,3.00,3.50,水菜,斤,2021-06-23
水萝卜,3.00,3.50,4.00,水菜,斤,2021-06-23
樱桃萝卜,3.50,3.75,4.00,水菜,斤,2021-06-23
香芹,2.00,2.25,2.50,水菜,斤,2021-06-23
菠菜,3.00,3.50,4.00,水菜,斤,2021-06-23
苋菜,2.00,2.50,3.00,水菜,斤,2021-06-23
菊花菜,4.00,4.50,5.00,水菜,斤,2021-06-23
品名,最低价,平均价,最高价,规格,单位,发布日期
青蒜,2.00,2.25,2.50,水菜,斤,2021-06-23
盖菜,3.50,4.00,4.50,水菜,斤,2021-06-23
芥兰,3.50,4.00,4.50,水菜,斤,2021-06-23
菜心,3.50,4.00,4.50,水菜,斤,2021-06-23
空心菜,3.50,4.00,4.50,水菜,斤,2021-06-23
鸡毛菜,7.50,8.25,9.00,水菜,斤,2021-06-23
荠菜,12.00,15.00,18.00,水菜,斤,2021-06-23
荆芥,4.50,4.75,5.00,水菜,斤,2021-06-23
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-06-23
豌豆苗,5.00,5.25,5.50,水菜,斤,2021-06-23
快菜,1.50,1.75,2.00,水菜,斤,2021-06-23
苦菊,2.00,2.25,2.50,水菜,斤,2021-06-23
穿心莲,1.50,1.75,2.00,水菜,斤,2021-06-23
木耳菜,2.50,3.00,3.50,水菜,斤,2021-06-23
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-06-23
百香果,10.00,11.00,12.00,其他类,斤,2021-06-23
桑葚,3.00,4.00,5.00,其他类,斤,2021-06-23
冬枣,20.00,24.00,28.00,其他类,斤,2021-06-23
杨梅,8.00,10.00,12.00,其他类,斤,2021-06-23
蓝莓,13.00,22.50,32.00,其他类,斤,2021-06-23
